season,player_name,role,base_price_lakhs,sold,sold_price_lakhs,team_name
2014,RP Meredith,Wicketkeeper,75,No,,
2014,SP Goswami,All-rounder,75,Yes,270,Chennai Super Kings
2014,Shivam Singh,Wicketkeeper,100,Yes,540,Royal Challengers Bangalore
2014,Umar Gul,Bowler,50,Yes,295,Rajasthan Royals
2014,MD Choudhary,Batter,20,Yes,40,Kolkata Knight Riders
2014,KL Rahul,Batter,50,Yes,295,Sunrisers Hyderabad
2014,MS Bhandage,Batter,30,Yes,130,Rajasthan Royals
2014,B Muzarabani,Wicketkeeper,50,Yes,330,Rajasthan Royals
2014,A Manohar,Wicketkeeper,30,Yes,95,Punjab Kings
2014,Azmatullah Omarzai,Wicketkeeper,150,Yes,860,Royal Challengers Bangalore
2014,IK Pathan,All-rounder,30,Yes,85,Mumbai Indians
2014,GH Vihari,Wicketkeeper,100,Yes,205,Kolkata Knight Riders
2014,PR Shah,All-rounder,150,No,,
2014,Parvez Rasool,Batter,30,Yes,55,Chennai Super Kings
2014,RJW Topley,Wicketkeeper,150,No,,
2014,RW Price,Batter,100,Yes,550,Royal Challengers Bangalore
2014,Sunny Singh,All-rounder,50,No,,
2014,RT Ponting,Bowler,20,Yes,105,Delhi Capitals
2014,GF Linde,All-rounder,50,Yes,90,Rajasthan Royals
2014,Mohit Rathee,Bowler,50,Yes,135,Sunrisers Hyderabad
2014,M Jansen,Bowler,30,No,,
2014,M Vohra,Batter,100,Yes,685,Royal Challengers Bangalore
2014,NJ Maddinson,All-rounder,150,Yes,430,Punjab Kings
2014,Shoaib Ahmed,Wicketkeeper,200,Yes,295,Chennai Super Kings
2014,S Arora,Wicketkeeper,75,Yes,105,Kolkata Knight Riders
2014,Swapnil Singh,All-rounder,150,Yes,880,Delhi Capitals
2014,PH Solanki,All-rounder,150,Yes,310,Rajasthan Royals
2014,CPL Connolly,Batter,40,Yes,60,Delhi Capitals
2014,KV Sharma,Bowler,50,Yes,185,Royal Challengers Bangalore
2014,AA Bilakhia,Wicketkeeper,30,Yes,185,Delhi Capitals
2014,P Chopra,Batter,50,Yes,375,Mumbai Indians
2014,B Lee,All-rounder,30,Yes,55,Sunrisers Hyderabad
2014,JP Behrendorff,Batter,40,Yes,80,Chennai Super Kings
2014,MJ Santner,All-rounder,20,Yes,90,Royal Challengers Bangalore
2015,UT Khawaja,Batter,50,Yes,390,Sunrisers Hyderabad
2015,IR Jaggi,Wicketkeeper,50,Yes,375,Kolkata Knight Riders
2015,DA Warner,Batter,20,Yes,110,Kolkata Knight Riders
2015,Lalit Yadav,Batter,20,Yes,110,Punjab Kings
2015,Bipul Sharma,Batter,75,Yes,590,Chennai Super Kings
2015,WD Parnell,Bowler,150,No,,
2015,J Syed Mohammad,Wicketkeeper,40,Yes,300,Delhi Capitals
2015,V Viyaskanth,Bowler,150,Yes,935,Punjab Kings
2015,BJ Haddin,Bowler,30,Yes,115,Royal Challengers Bangalore
2015,AA Noffke,All-rounder,20,Yes,50,Rajasthan Royals
2015,KMDN Kulasekara,All-rounder,75,No,,
2015,MR Marsh,All-rounder,150,Yes,565,Punjab Kings
2015,JA Duffy,All-rounder,30,Yes,250,Kolkata Knight Riders
2015,R Bhatia,Bowler,30,Yes,125,Royal Challengers Bangalore
2015,AR Sharma,Bowler,100,Yes,350,Rajasthan Royals
2015,Ishan Kishan,Batter,50,Yes,145,Sunrisers Hyderabad
2015,TP Sudhindra,Bowler,30,Yes,175,Chennai Super Kings
2015,RV Gomez,Wicketkeeper,20,No,,
2015,SE Rutherford,All-rounder,100,Yes,355,Royal Challengers Bangalore
2015,Abdul Samad,Bowler,100,Yes,575,Rajasthan Royals
2015,PBB Rajapaksa,All-rounder,75,Yes,375,Royal Challengers Bangalore
2015,N Pooran,Batter,200,Yes,345,Kolkata Knight Riders
2015,PR Veer,Bowler,40,Yes,275,Chennai Super Kings
2015,LA Pomersbach,All-rounder,50,Yes,245,Royal Challengers Bangalore
2015,AM Rahane,Batter,30,No,,
2015,PD Salt,Batter,30,No,,
2015,RR Pant,Batter,50,No,,
2015,Yuvraj Singh,All-rounder,30,Yes,295,Punjab Kings
2015,LPC Silva,All-rounder,20,No,,
2015,D Jansen,Batter,150,Yes,550,Rajasthan Royals
2015,I Udana,Bowler,150,Yes,1105,Royal Challengers Bangalore
2015,B Kumar,Bowler,75,Yes,155,Delhi Capitals
2015,RS Hangargekar,Wicketkeeper,50,Yes,360,Delhi Capitals
2015,Shashank Singh,Batter,200,Yes,735,Mumbai Indians
2015,Umar Gul,Bowler,150,Yes,985,Kolkata Knight Riders
2015,BCJ Cutting,Batter,50,No,,
2015,Gagandeep Singh,Batter,100,Yes,440,Sunrisers Hyderabad
2015,PP Shaw,Batter,100,Yes,120,Rajasthan Royals
2015,A Chandila,Batter,50,No,,
2015,AF Milne,All-rounder,75,No,,
2015,A Mishra,Bowler,200,No,,
2015,Harbhajan Singh,All-rounder,50,Yes,365,Royal Challengers Bangalore
2015,AG Paunikar,Batter,75,No,,
2015,NV Ojha,Batter,50,Yes,345,Rajasthan Royals
2015,LH Ferguson,Bowler,40,Yes,130,Royal Challengers Bangalore
2015,M Pathirana,Bowler,100,Yes,345,Mumbai Indians
2015,CM Gautam,Wicketkeeper,40,No,,
2015,DJ Malan,Wicketkeeper,200,Yes,255,Delhi Capitals
2015,AC Blizzard,All-rounder,20,Yes,30,Kolkata Knight Riders
2015,RG Sharma,Batter,200,Yes,1060,Mumbai Indians
2015,TS Mills,Batter,40,Yes,295,Punjab Kings
2015,SS Sarkar,Bowler,100,Yes,510,Mumbai Indians
2015,MK Tiwary,Batter,40,No,,
2015,GJ Bailey,Wicketkeeper,100,Yes,760,Chennai Super Kings
2015,KC Cariappa,Batter,150,Yes,490,Chennai Super Kings
2015,Harmeet Singh,Batter,40,No,,
2015,MJ Suthar,Wicketkeeper,200,Yes,1555,Punjab Kings
2015,KAJ Roach,Wicketkeeper,100,Yes,670,Kolkata Knight Riders
2015,J Yadav,Wicketkeeper,150,Yes,460,Delhi Capitals
2015,Abdur Razzak,Bowler,40,No,,
2015,RS Bopara,Batter,150,Yes,485,Mumbai Indians
2015,Litton Das,Wicketkeeper,50,No,,
2015,BJ Rohrer,Bowler,40,Yes,105,Punjab Kings
2015,PJ Cummins,All-rounder,100,Yes,1005,Royal Challengers Bangalore
2015,Shakib Al Hasan,All-rounder,100,Yes,320,Sunrisers Hyderabad
2015,AL Menaria,Wicketkeeper,30,Yes,55,Punjab Kings
2015,V Nigam,Batter,20,Yes,125,Mumbai Indians
2015,GHS Garton,Wicketkeeper,40,Yes,145,Rajasthan Royals
2015,PW Hasaranga,Bowler,150,No,,
2015,V Sooryavanshi,Wicketkeeper,50,Yes,330,Royal Challengers Bangalore
2015,MD Mishra,All-rounder,20,Yes,75,Delhi Capitals
2015,AS Tendulkar,All-rounder,30,Yes,280,Chennai Super Kings
2015,NK Patel,All-rounder,40,Yes,380,Chennai Super Kings
2015,JE Taylor,Batter,30,Yes,160,Punjab Kings
2015,K Kushagra,Bowler,200,Yes,1115,Mumbai Indians
2015,KK Ahmed,Bowler,150,Yes,500,Royal Challengers Bangalore
2015,Ankit Sharma,Bowler,50,Yes,305,Rajasthan Royals
2015,V Kaverappa,Batter,75,Yes,125,Delhi Capitals
2015,N Rana,Batter,150,Yes,530,Sunrisers Hyderabad
2015,A Kumble,Bowler,150,Yes,845,Chennai Super Kings
2015,LR Shukla,Batter,200,Yes,490,Kolkata Knight Riders
2015,DT Christian,Bowler,75,Yes,135,Chennai Super Kings
2015,JM Bairstow,Batter,150,Yes,845,Sunrisers Hyderabad
2015,RP Singh,Bowler,30,Yes,215,Rajasthan Royals
2015,Jalaj S Saxena,Batter,100,Yes,285,Royal Challengers Bangalore
2015,SD Chitnis,Bowler,200,Yes,575,Delhi Capitals
2016,CPL Connolly,Batter,150,Yes,765,Royal Challengers Bangalore
2016,WPUJC Vaas,Batter,30,Yes,50,Rising Pune Supergiant
2016,T Natarajan,Bowler,75,No,,
2016,Sameer Rizvi,Wicketkeeper,75,Yes,375,Gujarat Lions
2016,Azhar Mahmood,Wicketkeeper,200,Yes,765,Mumbai Indians
2016,Anirudh Singh,Batter,150,Yes,1075,Mumbai Indians
2016,Sandeep Sharma,Bowler,50,Yes,370,Mumbai Indians
2016,KT Maphaka,Bowler,100,Yes,655,Mumbai Indians
2016,R Tewatia,All-rounder,75,No,,
2016,MJ McClenaghan,Bowler,30,Yes,235,Kolkata Knight Riders
2016,Y Gnaneswara Rao,Wicketkeeper,200,Yes,785,Punjab Kings
2016,S Badree,Wicketkeeper,30,Yes,220,Kolkata Knight Riders
2016,GS Sandhu,Batter,150,No,,
2016,RG Sharma,Batter,100,Yes,210,Mumbai Indians
2016,AP Tare,All-rounder,75,Yes,680,Gujarat Lions
2016,M Siddharth,Bowler,20,Yes,135,Royal Challengers Bangalore
2016,R Ashwin,All-rounder,20,Yes,35,Kolkata Knight Riders
2016,MK Pandey,Batter,100,Yes,675,Kolkata Knight Riders
2016,R Sai Kishore,Bowler,150,Yes,405,Rising Pune Supergiant
2016,Sunny Gupta,Wicketkeeper,200,Yes,1420,Sunrisers Hyderabad
2016,Noor Ahmad,Bowler,100,Yes,725,Punjab Kings
2016,RS Gavaskar,Batter,30,Yes,40,Delhi Capitals
2016,HC Brook,Wicketkeeper,50,Yes,285,Kolkata Knight Riders
2016,O Thomas,Batter,75,Yes,530,Gujarat Lions
2016,JPR Scantlebury-Searles,Batter,20,No,,
2016,Abhinandan Singh,Bowler,40,Yes,210,Mumbai Indians
2016,MA Starc,Bowler,75,Yes,275,Delhi Capitals
2016,TS Mills,Batter,100,Yes,425,Sunrisers Hyderabad
2016,AB de Villiers,Batter,150,Yes,1200,Rising Pune Supergiant
2016,PJ Cummins,All-rounder,100,Yes,230,Delhi Capitals
2016,RR Sarwan,Bowler,30,No,,
2016,PWA Mulder,All-rounder,100,Yes,775,Delhi Capitals
2016,RS Bopara,Batter,75,Yes,475,Kolkata Knight Riders
2016,Shivam Singh,Wicketkeeper,20,Yes,115,Gujarat Lions
2016,SC Kuggeleijn,Wicketkeeper,20,No,,
2016,CK Kapugedera,Bowler,75,Yes,460,Gujarat Lions
2016,BKG Mendis,Wicketkeeper,50,Yes,130,Punjab Kings
2016,Y Nagar,Bowler,200,Yes,1385,Punjab Kings
2016,Mujeeb Ur Rahman,All-rounder,40,Yes,100,Delhi Capitals
2016,DH Yagnik,Bowler,75,No,,
2016,DAJ Bracewell,Bowler,100,Yes,255,Rising Pune Supergiant
2016,FH Edwards,Bowler,75,No,,
2016,DPMD Jayawardene,Batter,100,Yes,305,Punjab Kings
2016,Bipul Sharma,Batter,30,Yes,165,Sunrisers Hyderabad
2016,AD Nath,All-rounder,30,No,,
2016,MM Sharma,Bowler,30,Yes,115,Gujarat Lions
2016,Sikandar Raza,All-rounder,40,No,,
2016,MV Boucher,Wicketkeeper,100,No,,
2016,DT Patil,Batter,200,Yes,1200,Royal Challengers Bangalore
2016,SE Rutherford,All-rounder,30,Yes,310,Sunrisers Hyderabad
2016,CK Langeveldt,Batter,100,Yes,290,Mumbai Indians
2016,S Joseph,Bowler,40,Yes,255,Royal Challengers Bangalore
2016,IK Pathan,All-rounder,30,Yes,210,Royal Challengers Bangalore
2016,KAJ Roach,Wicketkeeper,150,No,,
2016,V Nigam,Batter,150,Yes,360,Mumbai Indians
2016,AS Raut,All-rounder,100,No,,
2016,Ankit Soni,Batter,50,Yes,270,Mumbai Indians
2016,M Theekshana,Bowler,50,Yes,170,Kolkata Knight Riders
2016,RJ Peterson,Batter,40,Yes,205,Rising Pune Supergiant
2016,MB Parmar,Batter,40,No,,
2016,RG More,Bowler,75,Yes,350,Delhi Capitals
2016,KH Pandya,All-rounder,100,No,,
2016,JC Archer,Bowler,40,No,,
2016,Prabhsimran Singh,Batter,200,No,,
2016,N Thushara,Wicketkeeper,40,Yes,105,Gujarat Lions
2016,A Mishra,Bowler,40,Yes,205,Kolkata Knight Riders
2016,T Thushara,Batter,40,Yes,220,Rising Pune Supergiant
2016,SD Hope,Batter,20,No,,
2016,S Aravind,Bowler,75,Yes,100,Mumbai Indians
2016,MK Tiwary,Batter,30,Yes,55,Mumbai Indians
2016,BB McCullum,Batter,200,Yes,555,Gujarat Lions
2017,CR Woakes,Bowler,30,Yes,125,Gujarat Lions
2017,EJG Morgan,Batter,150,No,,
2017,T Kohli,Wicketkeeper,40,Yes,245,Rising Pune Supergiant
2017,Sumit Kumar,Bowler,40,Yes,205,Rising Pune Supergiant
2017,SK Raina,All-rounder,200,Yes,1680,Royal Challengers Bangalore
2017,A Madhwal,Batter,20,Yes,90,Royal Challengers Bangalore
2017,JR Hopes,Batter,150,Yes,425,Sunrisers Hyderabad
2017,ML Hayden,Batter,100,Yes,575,Mumbai Indians
2017,SV Samson,Batter,50,Yes,290,Punjab Kings
2017,B Geeves,All-rounder,30,Yes,105,Gujarat Lions
2017,SW Billings,Batter,100,Yes,680,Gujarat Lions
2017,Prabhsimran Singh,Batter,20,Yes,40,Mumbai Indians
2017,J Theron,All-rounder,200,No,,
2017,SD Chitnis,Bowler,30,Yes,100,Sunrisers Hyderabad
2017,S Sohal,Wicketkeeper,75,Yes,365,Mumbai Indians
2017,T Thushara,Batter,150,No,,
2017,CA Lynn,Batter,30,Yes,150,Sunrisers Hyderabad
2017,MK Pandey,Batter,30,Yes,55,Sunrisers Hyderabad
2017,B Lee,All-rounder,200,Yes,1010,Mumbai Indians
2017,PR Veer,Bowler,20,No,,
2017,UBT Chand,All-rounder,75,Yes,410,Kolkata Knight Riders
2017,SB Styris,Bowler,100,No,,
2017,BJ Haddin,Bowler,50,Yes,320,Sunrisers Hyderabad
2017,JE Taylor,Batter,200,Yes,360,Punjab Kings
2017,BB Samantray,Wicketkeeper,50,Yes,340,Mumbai Indians
2017,B Muzarabani,Wicketkeeper,75,Yes,100,Punjab Kings
2017,PC Valthaty,All-rounder,40,Yes,315,Sunrisers Hyderabad
2017,DS Lehmann,Bowler,150,Yes,355,Rising Pune Supergiant
2017,S Tyagi,All-rounder,30,Yes,265,Gujarat Lions
2017,DS Rathi,Batter,50,Yes,195,Punjab Kings
2017,Ishan Kishan,Batter,30,Yes,155,Sunrisers Hyderabad
2017,R Ashwin,All-rounder,40,Yes,320,Sunrisers Hyderabad
2017,DT Patil,Batter,150,No,,
2017,L Wood,Bowler,40,Yes,75,Royal Challengers Bangalore
2017,TG Southee,Bowler,150,Yes,555,Punjab Kings
2017,MJ Dagar,Batter,50,Yes,170,Delhi Capitals
2017,JP Behrendorff,Batter,75,No,,
2017,D Pretorius,Batter,40,Yes,290,Gujarat Lions
2017,AD Hales,Wicketkeeper,75,Yes,565,Punjab Kings
2017,RD Gaikwad,Batter,50,Yes,300,Kolkata Knight Riders
2017,PBB Rajapaksa,All-rounder,100,No,,
2017,F Behardien,All-rounder,40,Yes,330,Punjab Kings
2017,Sunny Singh,All-rounder,200,Yes,1885,Gujarat Lions
2017,P Arya,Wicketkeeper,75,No,,
2017,KL Nagarkoti,Batter,30,Yes,40,Mumbai Indians
2017,H Sharma,Bowler,20,Yes,130,Kolkata Knight Riders
2017,A Chandila,Batter,75,Yes,110,Delhi Capitals
2017,A Mithun,Batter,75,No,,
2017,Shahbaz Ahmed,All-rounder,20,No,,
2017,Anuj Rawat,Wicketkeeper,30,Yes,150,Kolkata Knight Riders
2017,BA Stokes,All-rounder,50,Yes,85,Delhi Capitals
2017,RS Hangargekar,Wicketkeeper,150,Yes,980,Gujarat Lions
2017,Sanvir Singh,Bowler,100,Yes,275,Mumbai Indians
2017,P Suyal,Wicketkeeper,200,No,,
2017,CL White,All-rounder,100,No,,
2017,Anureet Singh,All-rounder,50,Yes,510,Delhi Capitals
2017,X Thalaivan Sargunam,Wicketkeeper,30,No,,
2017,AUK Pathan,All-rounder,30,Yes,115,Gujarat Lions
2017,YV Dhull,Wicketkeeper,75,Yes,520,Royal Challengers Bangalore
2017,IC Pandey,Wicketkeeper,20,Yes,150,Punjab Kings
2017,SP Fleming,Batter,20,No,,
2017,Gurkeerat Singh,Batter,20,Yes,100,Delhi Capitals
2017,N Rana,Batter,100,No,,
2017,JP Duminy,All-rounder,100,No,,
2017,J Arunkumar,Wicketkeeper,30,Yes,145,Royal Challengers Bangalore
2017,NJ Rimmington,Wicketkeeper,30,Yes,75,Punjab Kings
2017,AJ Tye,Bowler,100,Yes,255,Punjab Kings
2017,B Chipli,Bowler,200,Yes,685,Mumbai Indians
2017,DJ Bravo,All-rounder,50,No,,
2017,VH Zol,Bowler,100,No,,
2017,JL Pattinson,Bowler,30,Yes,180,Gujarat Lions
2017,LA Pomersbach,All-rounder,20,Yes,120,Punjab Kings
2017,Shivam Singh,Wicketkeeper,200,Yes,1110,Mumbai Indians
2017,K Rabada,Bowler,100,No,,
2017,MP Breetzke,Bowler,40,Yes,100,Mumbai Indians
2017,BCJ Cutting,Batter,50,No,,
2017,Auqib Nabi,Bowler,50,Yes,380,Gujarat Lions
2017,AG Murtaza,All-rounder,40,Yes,175,Mumbai Indians
2017,Yashpal Singh,All-rounder,30,Yes,255,Rising Pune Supergiant
2017,CA Pujara,Bowler,30,No,,
2017,SW Tait,Wicketkeeper,150,Yes,575,Gujarat Lions
2017,SP Narine,All-rounder,100,Yes,240,Mumbai Indians
2017,DC Jurel,All-rounder,20,No,,
2017,KK Cooper,Bowler,20,Yes,90,Rising Pune Supergiant
2017,VS Yeligati,Batter,75,Yes,225,Delhi Capitals
2017,Mashrafe Mortaza,All-rounder,200,Yes,1465,Gujarat Lions
2017,SD Chauhan,Bowler,200,Yes,390,Royal Challengers Bangalore
2017,J Suchith,Batter,150,No,,
2017,Ashok Sharma,Bowler,40,Yes,295,Delhi Capitals
2017,Litton Das,Wicketkeeper,100,Yes,490,Mumbai Indians
2017,KS Sharma,All-rounder,30,Yes,200,Mumbai Indians
2017,DJ Willey,Batter,30,Yes,185,Delhi Capitals
2018,KT Maphaka,Bowler,20,No,,
2018,FH Edwards,Bowler,50,Yes,240,Mumbai Indians
2018,MJ Lumb,Bowler,200,Yes,515,Royal Challengers Bangalore
2018,SP Jackson,All-rounder,75,Yes,445,Royal Challengers Bangalore
2018,PSP Handscomb,Bowler,150,Yes,845,Punjab Kings
2018,CJ Dala,All-rounder,40,Yes,115,Royal Challengers Bangalore
2018,D Pretorius,Batter,40,No,,
2018,DJG Sammy,Bowler,20,No,,
2018,GF Linde,All-rounder,50,Yes,170,Chennai Super Kings
2018,SB Joshi,Bowler,50,Yes,370,Punjab Kings
2018,Himmat Singh,Batter,20,No,,
2018,DR Martyn,Batter,100,Yes,465,Chennai Super Kings
2018,BB Sran,Batter,75,Yes,375,Delhi Capitals
2018,DJ Muthuswami,Wicketkeeper,150,Yes,835,Rajasthan Royals
2018,Shahbaz Ahmed,All-rounder,30,Yes,285,Delhi Capitals
2018,RR Pant,Batter,150,No,,
2018,AM Nayar,All-rounder,100,No,,
2018,WP Saha,Batter,20,Yes,50,Royal Challengers Bangalore
2018,RD Rickelton,All-rounder,75,Yes,205,Kolkata Knight Riders
2018,NB Singh,Batter,30,Yes,100,Kolkata Knight Riders
2018,SP Goswami,All-rounder,30,Yes,170,Sunrisers Hyderabad
2018,XC Bartlett,All-rounder,40,Yes,70,Rajasthan Royals
2018,AU Rashid,All-rounder,40,Yes,65,Royal Challengers Bangalore
2018,JL Pattinson,Bowler,40,Yes,300,Mumbai Indians
2018,Y Venugopal Rao,Bowler,150,No,,
2018,AS Raut,All-rounder,75,Yes,510,Chennai Super Kings
2018,Harpreet Singh,Batter,200,Yes,1365,Sunrisers Hyderabad
2018,Azmatullah Omarzai,Wicketkeeper,40,Yes,185,Royal Challengers Bangalore
2018,DS Kulkarni,Bowler,40,No,,
2018,V Kohli,Batter,30,Yes,60,Kolkata Knight Riders
2018,RW Price,Batter,20,Yes,145,Kolkata Knight Riders
2018,P Kumar,Bowler,150,Yes,335,Royal Challengers Bangalore
2018,KL Nagarkoti,Batter,20,Yes,110,Chennai Super Kings
2018,L Ronchi,Batter,20,Yes,70,Rajasthan Royals
2018,C Bosch,All-rounder,20,Yes,170,Rajasthan Royals
2018,WD Parnell,Bowler,150,Yes,930,Punjab Kings
2018,SS Sarkar,Bowler,30,Yes,130,Rajasthan Royals
2018,H Sharma,Bowler,50,Yes,355,Chennai Super Kings
2018,B Chipli,Bowler,150,Yes,895,Delhi Capitals
2018,JG Bethell,All-rounder,20,Yes,95,Chennai Super Kings
2018,SC Ganguly,Batter,50,Yes,85,Punjab Kings
2018,AS Yadav,Bowler,150,Yes,715,Delhi Capitals
2018,YK Pathan,All-rounder,100,No,,
2018,KA Maharaj,All-rounder,150,Yes,1265,Kolkata Knight Riders
2018,P Dubey,All-rounder,200,Yes,1270,Royal Challengers Bangalore
2018,Mukesh Kumar,Bowler,75,Yes,480,Delhi Capitals
2018,KK Cooper,Bowler,150,No,,
2018,YV Dhull,Wicketkeeper,30,Yes,175,Kolkata Knight Riders
2018,ST Jayasuriya,Wicketkeeper,40,Yes,150,Chennai Super Kings
2018,Joginder Sharma,Batter,100,Yes,775,Mumbai Indians
2018,T Kohler-Cadmore,Batter,20,No,,
2018,Rasikh Salam,Wicketkeeper,200,Yes,570,Rajasthan Royals
2018,CR Woakes,Bowler,100,Yes,605,Chennai Super Kings
2018,RR Bose,Wicketkeeper,150,Yes,775,Delhi Capitals
2018,Y Prithvi Raj,Wicketkeeper,40,Yes,95,Sunrisers Hyderabad
2018,LI Meriwala,All-rounder,75,Yes,505,Kolkata Knight Riders
2018,K Yadav,Wicketkeeper,50,Yes,175,Royal Challengers Bangalore
2018,MP Yadav,Wicketkeeper,20,Yes,60,Royal Challengers Bangalore
2018,DB Das,Wicketkeeper,150,Yes,575,Punjab Kings
2018,A Choudhary,Bowler,50,Yes,75,Mumbai Indians
2018,K Rabada,Bowler,30,Yes,145,Delhi Capitals
2018,Harmeet Singh,Batter,100,No,,
2018,YV Takawale,Wicketkeeper,75,Yes,175,Kolkata Knight Riders
2018,SN Khan,Wicketkeeper,150,Yes,575,Mumbai Indians
2018,MW Short,Bowler,30,Yes,100,Chennai Super Kings
2018,JC Buttler,Batter,30,No,,
2018,LA Pomersbach,All-rounder,75,No,,
2018,C Sakariya,Wicketkeeper,200,No,,
2018,Shoaib Ahmed,Wicketkeeper,200,No,,
2018,KL Rahul,Batter,20,Yes,30,Sunrisers Hyderabad
2018,P Amarnath,All-rounder,50,No,,
2018,ND Doshi,All-rounder,150,Yes,210,Punjab Kings
2018,Mohit Rathee,Bowler,75,Yes,285,Kolkata Knight Riders
2018,LA Carseldine,All-rounder,100,Yes,290,Chennai Super Kings
2018,Jaskaran Singh,Bowler,100,Yes,500,Punjab Kings
2018,VY Mahesh,All-rounder,40,Yes,125,Kolkata Knight Riders
2018,RE van der Merwe,Bowler,50,Yes,120,Delhi Capitals
2018,B Sumanth,All-rounder,50,Yes,115,Punjab Kings
2018,DJ Harris,Bowler,30,Yes,190,Sunrisers Hyderabad
2018,Yudhvir Singh,Bowler,20,Yes,65,Sunrisers Hyderabad
2018,S Sreesanth,Bowler,75,Yes,475,Sunrisers Hyderabad
2018,Akash Deep,Wicketkeeper,75,Yes,380,Rajasthan Royals
2018,JDS Neesham,All-rounder,20,Yes,125,Rajasthan Royals
2018,CH Morris,All-rounder,100,No,,
2018,R Sharma,Bowler,40,No,,
2018,DR Smith,All-rounder,200,Yes,280,Punjab Kings
2018,Ishan Kishan,Batter,50,Yes,165,Rajasthan Royals
2018,SE Marsh,Batter,75,Yes,200,Royal Challengers Bangalore
2018,Abdul Samad,Bowler,200,Yes,900,Punjab Kings
2018,Abdul Basith,Batter,50,Yes,180,Rajasthan Royals
2018,A Singh,Batter,150,Yes,750,Delhi Capitals
2018,PP Chawla,All-rounder,50,Yes,430,Chennai Super Kings
2018,SK Rasheed,Batter,150,Yes,990,Rajasthan Royals
2019,CM Gautam,Wicketkeeper,40,No,,
2019,Naman Dhir,Bowler,40,Yes,305,Kolkata Knight Riders
2019,A Madhwal,Batter,30,Yes,50,Kolkata Knight Riders
2019,DJ Hooda,Batter,30,Yes,35,Sunrisers Hyderabad
2019,MM Ali,All-rounder,150,Yes,1040,Chennai Super Kings
2019,PD Salt,Batter,30,Yes,80,Rajasthan Royals
2019,C Sakariya,Wicketkeeper,75,Yes,145,Sunrisers Hyderabad
2019,SK Raina,All-rounder,40,Yes,180,Mumbai Indians
2019,PWA Mulder,All-rounder,100,Yes,925,Sunrisers Hyderabad
2019,R Rampaul,Bowler,75,Yes,575,Sunrisers Hyderabad
2019,UM Patel,Bowler,40,Yes,220,Sunrisers Hyderabad
2019,K Yadav,Wicketkeeper,150,No,,
2019,P Kumar,Bowler,200,No,,
2019,JR Hazlewood,Bowler,200,Yes,565,Delhi Capitals
2019,Harpreet Singh,Batter,75,Yes,505,Mumbai Indians
2019,RN ten Doeschate,Wicketkeeper,40,Yes,190,Punjab Kings
2019,RR Powar,Wicketkeeper,200,Yes,1270,Sunrisers Hyderabad
2019,AJ Finch,Batter,75,No,,
2019,MC Henriques,All-rounder,100,Yes,640,Kolkata Knight Riders
2019,B Akhil,Wicketkeeper,150,Yes,925,Kolkata Knight Riders
2019,Swapnil Singh,All-rounder,150,Yes,305,Rajasthan Royals
2019,D du Preez,Batter,50,Yes,310,Delhi Capitals
2019,AP Majumdar,Bowler,75,Yes,110,Rajasthan Royals
2019,G Gambhir,Batter,40,Yes,165,Delhi Capitals
2019,I Sharma,Bowler,200,Yes,890,Delhi Capitals
2019,O Thomas,Batter,100,Yes,780,Mumbai Indians
2019,SJ Srivastava,Wicketkeeper,20,No,,
2019,Avesh Khan,Bowler,75,Yes,305,Delhi Capitals
2019,Mukesh Choudhary,All-rounder,20,Yes,30,Kolkata Knight Riders
2019,Vishnu Vinod,All-rounder,50,Yes,425,Punjab Kings
2019,KMA Paul,Bowler,200,Yes,1310,Punjab Kings
2019,IS Sodhi,Bowler,100,No,,
2019,LB Williams,Bowler,40,Yes,150,Mumbai Indians
2019,LA Pomersbach,All-rounder,200,Yes,1790,Royal Challengers Bangalore
2019,RK Singh,Batter,150,Yes,955,Mumbai Indians
2019,RJ Quiney,Bowler,50,No,,
2019,IC Porel,Wicketkeeper,200,Yes,245,Kolkata Knight Riders
2019,KT Maphaka,Bowler,200,Yes,1575,Chennai Super Kings
2019,A Symonds,All-rounder,200,Yes,830,Rajasthan Royals
2019,MJ Henry,Bowler,100,Yes,130,Royal Challengers Bangalore
2019,BMAJ Mendis,Batter,30,Yes,95,Delhi Capitals
2019,Kartik Sharma,Bowler,100,No,,
2019,Shoaib Ahmed,Wicketkeeper,50,Yes,200,Chennai Super Kings
2019,S Sohal,Wicketkeeper,20,No,,
2019,DS Lehmann,Bowler,30,No,,
2019,RV Gomez,Wicketkeeper,20,Yes,115,Mumbai Indians
2019,RT Ponting,Bowler,40,No,,
2019,SR Watson,All-rounder,50,Yes,375,Royal Challengers Bangalore
2019,SR Tendulkar,Batter,100,Yes,550,Mumbai Indians
2019,R Sharma,Bowler,30,Yes,95,Royal Challengers Bangalore
2019,DJ Bravo,All-rounder,100,Yes,150,Sunrisers Hyderabad
2019,JG Bethell,All-rounder,150,Yes,535,Punjab Kings
2019,L Balaji,Bowler,20,Yes,100,Sunrisers Hyderabad
2019,KH Devdhar,Batter,200,Yes,960,Kolkata Knight Riders
2019,Shakib Al Hasan,All-rounder,100,Yes,885,Sunrisers Hyderabad
2019,PR Shah,All-rounder,40,Yes,215,Chennai Super Kings
2019,P Negi,Bowler,75,Yes,480,Punjab Kings
2019,Mohsin Khan,Bowler,150,No,,
2019,Abhinandan Singh,Bowler,100,Yes,145,Kolkata Knight Riders
